Muscle Name,Negative Force (F_iso)
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
semimem_l,-0.0003846632459112209
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
semimem_l,-0.0003846632459112209
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
semimem_l,-0.0003846632459112209
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
semimem_l,-0.0003846632459112209
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
semimem_l,-0.0003846632459112209
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
semimem_l,-0.0003846632459112209
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
semimem_l,-0.0003846632459112209
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
semimem_l,-0.0003846632459112209
addlong_r,-0.0005797903680152567
bflh_r,-0.00022964108364163682
piri_r,-9.00351373499563e-05
semimem_r,-0.0004063825189564147
piri_l,-0.007195386919805714
semimem_l,-0.0003846632459112209
